source_doc_id,publisher,source_grade,accepted_for_final,document_type,source_url,attachment_url,file_name,mime_type,publication_date,coverage_scope,covered_city_count,covered_year_count,covered_core_value_count,covered_cities,covered_years,covered_fields,coverage_status,note
SRC-B2-GOTOHUI-BALANCE-507551,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-507551,https://www.gotohui.com/finance/show-507551,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为四川省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-1140221,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-1140221,https://www.gotohui.com/finance/show-1140221,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为宁夏回族自治区财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-865963,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-865963,https://www.gotohui.com/finance/show-865963,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为河北省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-394043,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-394043,https://www.gotohui.com/finance/show-394043,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为福建省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-910320,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-910320,https://www.gotohui.com/finance/show-910320,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为河北省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-3051305,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-3051305,https://www.gotohui.com/finance/show-3051305,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为绍兴市财政局，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-2916780,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-2916780,https://www.gotohui.com/finance/show-2916780,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为绥化市财政局，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-466532,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-466532,https://www.gotohui.com/finance/show-466532,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为四川省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-1213466,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-1213466,https://www.gotohui.com/finance/show-1213466,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为山东省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-428945,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-428945,https://www.gotohui.com/finance/show-428945,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为广东省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-447633,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-447633,https://www.gotohui.com/finance/show-447633,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为四川省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-3051308,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-3051308,https://www.gotohui.com/finance/show-3051308,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为舟山市财政局，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-3051313,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-3051313,https://www.gotohui.com/finance/show-3051313,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为芜湖市财政局，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-531631,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-531631,https://www.gotohui.com/finance/show-531631,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为苏州市财政决算报告，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-433871,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-433871,https://www.gotohui.com/finance/show-433871,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为广东省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-958609,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-958609,https://www.gotohui.com/finance/show-958609,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为湖北省财政预算报告，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-962080,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-962080,https://www.gotohui.com/finance/show-962080,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为湖北省财政预算报告，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-162445,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-162445,https://www.gotohui.com/finance/show-162445,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为福建省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-1218980,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-1218980,https://www.gotohui.com/finance/show-1218980,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为山东省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-1072681,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-1072681,https://www.gotohui.com/finance/show-1072681,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为江西省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-1050569,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-1050569,https://www.gotohui.com/finance/show-1050569,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为营口市财政决算报告，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-1045421,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-1045421,https://www.gotohui.com/finance/show-1045421,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为葫芦岛市财政决算报告，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-3051314,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-3051314,https://www.gotohui.com/finance/show-3051314,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为蚌埠市财政局，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-887559,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-887559,https://www.gotohui.com/finance/show-887559,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为河北省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-1001631,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-1001631,https://www.gotohui.com/finance/show-1001631,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为湖南省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-3051307,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-3051307,https://www.gotohui.com/finance/show-3051307,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为衢州市财政局，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-977542,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-977542,https://www.gotohui.com/finance/show-977542,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为湖北省财政预算报告，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-1149175,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-1149175,https://www.gotohui.com/finance/show-1149175,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为地市财政决算报告，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-583858,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-583858,https://www.gotohui.com/finance/show-583858,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为陕西省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-691256,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-691256,https://www.gotohui.com/finance/show-691256,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为广西壮族自治区财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-721805,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-721805,https://www.gotohui.com/finance/show-721805,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为贵州省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-685775,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-685775,https://www.gotohui.com/finance/show-685775,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为广西壮族自治区财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-516247,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-516247,https://www.gotohui.com/finance/show-516247,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为四川省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-1078415,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-1078415,https://www.gotohui.com/finance/show-1078415,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为江西省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-1123825,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-1123825,https://www.gotohui.com/finance/show-1123825,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为内蒙古自治区财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-1041864,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-1041864,https://www.gotohui.com/finance/show-1041864,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为吉林省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-2987481,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-2987481,https://www.gotohui.com/finance/show-2987481,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为辽阳市财政局，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-507552,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-507552,https://www.gotohui.com/finance/show-507552,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为四川省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-3112368,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-3112368,https://www.gotohui.com/finance/show-3112368,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为运城市财政局，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-537411,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-537411,https://www.gotohui.com/finance/show-537411,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为江苏省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-1031409,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-1031409,https://www.gotohui.com/finance/show-1031409,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为吉林省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-1112203,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-1112203,https://www.gotohui.com/finance/show-1112203,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为内蒙古自治区财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-481165,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-481165,https://www.gotohui.com/finance/show-481165,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为四川省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-732949,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-732949,https://www.gotohui.com/finance/show-732949,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为贵州省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-892278,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-892278,https://www.gotohui.com/finance/show-892278,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为河北省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-1899452,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-1899452,https://www.gotohui.com/finance/show-1899452,city_series_snapshot.json,application/json,,city_year,1,2,2,CN-540600,2021;2022,statutory_debt_balance_100m,accepted,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为那曲市财政局，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-898747,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-898747,https://www.gotohui.com/finance/show-898747,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为河北省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-1013349,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-1013349,https://www.gotohui.com/finance/show-1013349,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为湖南省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-3051366,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-3051366,https://www.gotohui.com/finance/show-3051366,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为郑州市财政局，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-1024990,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-1024990,https://www.gotohui.com/finance/show-1024990,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为湖南省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-1114551,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-1114551,https://www.gotohui.com/finance/show-1114551,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为内蒙古自治区财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-963613,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-963613,https://www.gotohui.com/finance/show-963613,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为湖北省财政预算报告，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-376205,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-376205,https://www.gotohui.com/finance/show-376205,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为酒泉统计局，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-1316418,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-1316418,https://www.gotohui.com/finance/show-1316418,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为中国地方政府债券信息公开平台，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-378630,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-378630,https://www.gotohui.com/finance/show-378630,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为金华市财政决算报告，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-357097,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-357097,https://www.gotohui.com/finance/show-357097,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为金昌统计局，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-688575,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-688575,https://www.gotohui.com/finance/show-688575,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为广西壮族自治区财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-2995945,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-2995945,https://www.gotohui.com/finance/show-2995945,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为铁岭市财政局，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-743939,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-743939,https://www.gotohui.com/finance/show-743939,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为贵州省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-589895,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-589895,https://www.gotohui.com/finance/show-589895,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为陕西省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-2527163,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-2527163,https://www.gotohui.com/finance/show-2527163,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为铜陵市财政局，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-1136577,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-1136577,https://www.gotohui.com/finance/show-1136577,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为宁夏回族自治区财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-1130109,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-1130109,https://www.gotohui.com/finance/show-1130109,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为内蒙古自治区财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-1051092,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-1051092,https://www.gotohui.com/finance/show-1051092,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为锦州市财政决算报告，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-572597,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-572597,https://www.gotohui.com/finance/show-572597,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为江苏省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
SRC-B2-GOTOHUI-BALANCE-1029254,聚汇数据（公开历史序列页）,B2,true,公开城市年度历史序列表格,https://www.gotohui.com/finance/show-1029254,https://www.gotohui.com/finance/show-1029254,city_series_snapshot.json,application/json,,unclassified,0,0,0,,,,registered_no_selected_value,B2公开二手精确序列；页面标题与城市总量指标完全匹配，页面标注原始来源为吉林省财政厅，不接入预算数、本级数、分项数、辖区数和空白年份。
